,회사명,거래소코드,회계년도,내수변화,수출변화,생산변화
106475,(주)플래스크,41590,2016/12,+,-,+
106481,(주)플래스크,41590,2017/12,-,-,-
106483,(주)플래스크,41590,2018/12,+,-,-
106489,(주)플래스크,41590,2019/12,-,-,-
106492,(주)플래스크,41590,2020/12,+,0,+
106494,(주)플래스크,41590,2021/12,-,0,-
106501,(주)플래티어,367000,2021/12,0,0,0
106505,(주)플랜티넷,75130,2011/12,0,0,0
106508,(주)플랜티넷,75130,2012/12,+,+,+
106512,(주)플랜티넷,75130,2013/12,+,+,+
106515,(주)플랜티넷,75130,2014/12,-,-,-
106522,(주)플랜티넷,75130,2015/12,+,-,+
106526,(주)플랜티넷,75130,2016/12,+,-,+
106528,(주)플랜티넷,75130,2017/12,-,-,-
106532,(주)플랜티넷,75130,2018/12,+,+,+
106538,(주)플랜티넷,75130,2019/12,+,+,+
106540,(주)플랜티넷,75130,2020/12,+,+,+
106545,(주)플랜티넷,75130,2021/12,+,+,+
106555,(주)플레이디,237820,2019/12,0,0,0
106557,(주)플레이디,237820,2020/12,0,0,0
106559,(주)플레이디,237820,2021/12,+,0,+
106564,(주)플레이위드,23770,2011/12,0,0,0
106568,(주)플레이위드,23770,2012/12,-,-,-
106571,(주)플레이위드,23770,2013/12,-,-,-
106573,(주)플레이위드,23770,2014/12,-,+,+
106574,(주)플레이위드,23770,2015/12,-,-,-
106576,(주)플레이위드,23770,2016/12,+,+,+
106578,(주)플레이위드,23770,2017/12,-,-,-
106581,(주)플레이위드,23770,2018/12,-,+,+
106583,(주)플레이위드,23770,2019/12,+,-,+
106585,(주)플레이위드,23770,2020/12,-,-,-
106586,(주)플레이위드,23770,2021/12,-,-,-
106591,(주)플렉스컴,65270,2011/12,0,0,0
106599,(주)플렉스컴,65270,2012/12,+,+,+
106606,(주)플렉스컴,65270,2013/12,-,+,+
106614,(주)플렉스컴,65270,2014/12,-,-,-
106617,(주)플렉스컴,65270,2015/12,0,+,+
106627,(주)플리토,300080,2019/12,0,0,0
106628,(주)플리토,300080,2020/12,+,+,+
106631,(주)플리토,300080,2021/12,+,-,+
106634,(주)피델릭스,32580,2011/12,0,0,0
106639,(주)피델릭스,32580,2012/12,+,-,+
106644,(주)피델릭스,32580,2013/12,-,+,-
106648,(주)피델릭스,32580,2014/12,-,+,-
106649,(주)피델릭스,32580,2015/12,-,-,-
106652,(주)피델릭스,32580,2016/12,-,-,-
106654,(주)피델릭스,32580,2017/12,+,-,+
106657,(주)피델릭스,32580,2018/12,-,+,+
106661,(주)피델릭스,32580,2019/12,-,-,-
106664,(주)피델릭스,32580,2020/12,+,+,+
106668,(주)피델릭스,32580,2021/12,+,+,+
106673,(주)피씨디렉트,51380,2011/12,0,0,0
106681,(주)피씨디렉트,51380,2012/12,-,+,-
106685,(주)피씨디렉트,51380,2013/12,-,-,-
106689,(주)피씨디렉트,51380,2014/12,+,-,+
106696,(주)피씨디렉트,51380,2015/12,+,+,+
106700,(주)피씨디렉트,51380,2016/12,+,+,+
106703,(주)피씨디렉트,51380,2017/12,+,+,+
106709,(주)피씨디렉트,51380,2018/12,+,+,+
106714,(주)피씨디렉트,51380,2019/12,+,-,+
106718,(주)피씨디렉트,51380,2020/12,+,+,+
106725,(주)피씨디렉트,51380,2021/12,+,+,+
106729,(주)피앤텔,54340,2011/12,0,0,0
106730,(주)피앤텔,54340,2012/12,+,-,-
106735,(주)피앤텔,54340,2013/12,-,0,-
106739,(주)피앤텔,54340,2014/12,0,0,0
106743,(주)피앤텔,54340,2015/12,0,0,0
106748,(주)피앤텔,54340,2016/12,0,0,0
106750,(주)피앤텔,54340,2017/12,0,0,0
106757,(주)피앤텔,54340,2018/12,0,0,0
106758,(주)피앤텔,54340,2019/12,0,0,0
106766,(주)피에이치씨,57880,2011/12,0,0,0
106775,(주)피에이치씨,57880,2012/12,-,0,-
106790,(주)피에이치씨,57880,2013/12,-,0,-
106803,(주)피에이치씨,57880,2014/12,0,0,0
106815,(주)피에이치씨,57880,2015/12,0,0,0
106831,(주)피에이치씨,57880,2016/12,0,0,0
106846,(주)피에이치씨,57880,2017/12,0,0,0
106853,(주)피에이치씨,57880,2018/12,0,0,0
106858,(주)피에이치씨,57880,2019/12,0,0,0
106868,(주)피에이치씨,57880,2020/12,0,0,0
106880,(주)피에이치씨,57880,2021/12,0,0,0
106886,(주)피엔에이치테크,239890,2016/12,0,0,0
106892,(주)피엔에이치테크,239890,2017/12,-,+,+
106899,(주)피엔에이치테크,239890,2018/12,+,+,+
106904,(주)피엔에이치테크,239890,2019/12,+,-,+
106913,(주)피엔에이치테크,239890,2020/12,+,-,+
106917,(주)피엔에이치테크,239890,2021/12,+,+,+
106921,(주)피엔티,137400,2012/12,0,0,0
106937,(주)피엔티,137400,2013/12,+,+,+
106955,(주)피엔티,137400,2014/12,+,-,+
106956,(주)피엔티,137400,2015/12,-,+,-
106962,(주)피엔티,137400,2016/12,-,+,+
106964,(주)피엔티,137400,2017/12,+,+,+
106994,(주)피엔티,137400,2018/12,+,+,+
107023,(주)피엔티,137400,2019/12,-,+,-
107045,(주)피엔티,137400,2020/12,+,+,+
107074,(주)피엔티,137400,2021/12,-,+,+
107084,(주)피엔풍년,24940,2011/12,0,0,0
107085,(주)피엔풍년,24940,2012/12,+,+,+
107093,(주)피엔풍년,24940,2013/12,+,+,+
107095,(주)피엔풍년,24940,2014/12,-,+,-
107101,(주)피엔풍년,24940,2015/12,+,-,+
107106,(주)피엔풍년,24940,2016/12,+,+,+
107112,(주)피엔풍년,24940,2017/12,-,-,-
107118,(주)피엔풍년,24940,2018/12,-,-,-
107122,(주)피엔풍년,24940,2019/12,-,-,-
107130,(주)피엔풍년,24940,2020/12,+,+,+
107131,(주)피엔풍년,24940,2021/12,+,-,+
107138,(주)피엘에이,82390,2011/12,0,0,0
107145,(주)피엘에이,82390,2012/12,-,0,-
107149,(주)피엘에이,82390,2013/12,+,0,+
107156,(주)피엘에이,82390,2014/12,-,0,-
107160,(주)피엘에이,82390,2015/12,-,0,-
107163,(주)피엠디아카데미,144740,2013/12,0,0,0
107170,(주)피엠디아카데미,144740,2014/12,+,0,+
107176,(주)피엠디아카데미,144740,2015/12,-,0,-
107180,(주)피엠디아카데미,144740,2016/12,+,0,+
107184,(주)피엠디아카데미,144740,2017/12,-,0,-
107190,(주)피엠에스,179440,2013/12,0,0,0
107196,(주)피엠에스,179440,2014/12,+,0,+
107206,(주)피엠에스,179440,2015/12,-,0,-
107212,(주)피제이메탈,128660,2011/12,0,0,0
107219,(주)피제이메탈,128660,2012/12,-,-,-
107223,(주)피제이메탈,128660,2013/12,+,0,+
107226,(주)피제이메탈,128660,2014/12,-,0,-
107233,(주)피제이메탈,128660,2015/12,-,0,-
107237,(주)피제이메탈,128660,2016/12,-,+,-
107243,(주)피제이메탈,128660,2017/12,+,+,+
107250,(주)피제이메탈,128660,2018/12,+,+,+
107261,(주)피제이메탈,128660,2019/12,-,-,-
107271,(주)피제이메탈,128660,2020/12,-,-,-
107279,(주)피제이메탈,128660,2021/12,+,+,+
107283,(주)피제이전자,6140,2011/12,0,0,0
107292,(주)피제이전자,6140,2012/12,+,+,+
107303,(주)피제이전자,6140,2013/12,-,+,+
107311,(주)피제이전자,6140,2014/12,-,-,-
107325,(주)피제이전자,6140,2015/12,+,-,+
107331,(주)피제이전자,6140,2016/12,-,+,+
107338,(주)피제이전자,6140,2017/12,-,-,-
107349,(주)피제이전자,6140,2018/12,+,-,+
107365,(주)피제이전자,6140,2019/12,+,-,-
107369,(주)피제이전자,6140,2020/12,-,+,+
107378,(주)피제이전자,6140,2021/12,-,+,+
107394,(주)피코그램,376180,2021/12,0,0,0
107403,(주)피플바이오,304840,2020/12,0,0,0
107408,(주)피플바이오,304840,2021/12,+,+,+
107417,(주)피피아이,62970,2019/12,0,0,0
107427,(주)피피아이,62970,2020/12,-,-,-
107435,(주)피피아이,62970,2021/12,-,-,-
107453,(주)픽셀플러스,87600,2015/12,0,0,0
107457,(주)픽셀플러스,87600,2016/12,0,0,0
107462,(주)픽셀플러스,87600,2017/12,+,+,+
107464,(주)픽셀플러스,87600,2018/12,-,-,-
107468,(주)픽셀플러스,87600,2019/12,-,-,-
107475,(주)픽셀플러스,87600,2020/12,-,+,+
107476,(주)픽셀플러스,87600,2021/12,+,+,+
107489,(주)필옵틱스,161580,2017/12,0,0,0
107493,(주)필옵틱스,161580,2018/12,-,-,-
107498,(주)필옵틱스,161580,2019/12,+,+,+
107501,(주)필옵틱스,161580,2020/12,+,+,+
107506,(주)필옵틱스,161580,2021/12,+,-,+
107509,(주)핌스,347770,2020/12,0,0,0
107512,(주)핌스,347770,2021/12,+,+,+
107523,(주)핑거,163730,2020/12,0,0,0
107529,(주)핑거,163730,2021/12,0,0,0
107537,(주)하나기술,299030,2020/12,0,0,0
107540,(주)하나기술,299030,2021/12,0,0,0
107546,(주)하림,136480,2011/12,0,0,0
107551,(주)하림,136480,2012/12,+,+,+
107554,(주)하림,136480,2013/12,+,+,+
107581,(주)하림,136480,2014/12,-,+,-
107589,(주)하림,136480,2015/12,+,+,+
107597,(주)하림,136480,2016/12,+,+,+
107604,(주)하림,136480,2017/12,+,+,+
107606,(주)하림,136480,2018/12,-,+,-
107613,(주)하림,136480,2019/12,-,+,-
107618,(주)하림,136480,2020/12,+,+,+
107626,(주)하림,136480,2021/12,+,+,+
107822,(주)하림지주,3380,2017/12,0,0,0
108117,(주)하림지주,3380,2018/12,-,+,+
108320,(주)하림지주,3380,2019/12,+,-,+
108420,(주)하림지주,3380,2020/12,-,+,-
108589,(주)하림지주,3380,2021/12,+,+,+
108613,(주)하림홀딩스,24660,2011/12,0,0,0
108641,(주)하림홀딩스,24660,2012/12,+,0,+
108681,(주)하림홀딩스,24660,2013/12,+,+,+
108698,(주)하림홀딩스,24660,2014/12,+,-,+
108799,(주)하림홀딩스,24660,2015/12,+,+,+
108837,(주)하림홀딩스,24660,2016/12,-,-,-
108844,(주)하림홀딩스,24660,2017/12,-,0,-
108860,(주)하이드로리튬,101670,2011/12,0,0,0
108868,(주)하이드로리튬,101670,2012/12,-,-,-
108888,(주)하이드로리튬,101670,2013/12,-,+,+
108898,(주)하이드로리튬,101670,2014/12,-,-,-
108909,(주)하이드로리튬,101670,2015/12,+,+,+
108919,(주)하이드로리튬,101670,2016/12,+,-,+
108934,(주)하이드로리튬,101670,2017/12,-,+,-
108959,(주)하이드로리튬,101670,2018/12,-,-,-
108967,(주)하이드로리튬,101670,2019/12,+,0,+
108975,(주)하이드로리튬,101670,2020/12,-,0,-
108994,(주)하이드로리튬,101670,2021/12,+,0,+
109012,(주)하이로닉,149980,2013/12,0,0,0
109018,(주)하이로닉,149980,2014/12,+,+,+
109030,(주)하이로닉,149980,2015/12,-,-,-
109033,(주)하이로닉,149980,2016/12,-,-,-
109037,(주)하이로닉,149980,2017/12,0,0,0
109042,(주)하이로닉,149980,2018/12,0,0,0
109046,(주)하이로닉,149980,2019/12,0,0,0
109050,(주)하이로닉,149980,2020/12,0,0,0
109055,(주)하이비젼시스템,126700,2012/12,0,0,0
109058,(주)하이비젼시스템,126700,2013/12,-,0,-
109062,(주)하이비젼시스템,126700,2014/12,0,0,0
109063,(주)하이비젼시스템,126700,2015/12,0,0,0
109068,(주)하이비젼시스템,126700,2016/12,0,0,0
109070,(주)하이비젼시스템,126700,2017/12,0,0,0
109073,(주)하이비젼시스템,126700,2018/12,0,0,0
109080,(주)하이비젼시스템,126700,2019/12,0,0,0
109084,(주)하이비젼시스템,126700,2020/12,0,0,0
109087,(주)하이비젼시스템,126700,2021/12,0,0,0
109089,(주)하이소닉,106080,2011/12,0,0,0
109100,(주)하이소닉,106080,2012/12,-,-,-
109108,(주)하이소닉,106080,2013/12,-,-,-
109117,(주)하이소닉,106080,2014/12,-,-,-
109124,(주)하이소닉,106080,2015/12,+,+,+
109129,(주)하이소닉,106080,2016/12,-,-,-
109139,(주)하이소닉,106080,2017/12,+,+,+
109150,(주)하이소닉,106080,2018/12,-,-,-
109170,(주)하이소닉,106080,2019/12,-,-,-
109172,(주)하이소닉,106080,2020/12,+,-,-
109177,(주)하이소닉,106080,2021/12,-,+,-
109180,(주)하이텍팜,106190,2011/12,0,0,0
109186,(주)하이텍팜,106190,2012/12,-,-,-
109190,(주)하이텍팜,106190,2013/12,-,+,+
109191,(주)하이텍팜,106190,2014/12,-,-,-
109195,(주)하이텍팜,106190,2015/12,+,-,-
109198,(주)하이텍팜,106190,2016/12,-,+,+
109201,(주)하이텍팜,106190,2017/12,+,+,+
109205,(주)하이텍팜,106190,2018/12,+,-,+
109210,(주)하이텍팜,106190,2019/12,+,-,-
109211,(주)하이텍팜,106190,2020/12,-,+,+
109217,(주)하이텍팜,106190,2021/12,-,-,-
109221,(주)하츠,66130,2011/12,0,0,0
109226,(주)하츠,66130,2012/12,+,-,+
109234,(주)하츠,66130,2013/12,-,-,-
109242,(주)하츠,66130,2014/12,+,-,+
109244,(주)하츠,66130,2015/12,+,-,+
109254,(주)하츠,66130,2016/12,+,-,+
109260,(주)하츠,66130,2017/12,+,+,+
109264,(주)하츠,66130,2018/12,+,-,+
109267,(주)하츠,66130,2019/12,+,+,+
109277,(주)하츠,66130,2020/12,+,-,+
109281,(주)하츠,66130,2021/12,+,+,+
109286,(주)한국가구,4590,2011/12,0,0,0
109302,(주)한국가구,4590,2012/12,+,+,+
109312,(주)한국가구,4590,2013/12,+,-,+
109325,(주)한국가구,4590,2014/12,+,+,+
109367,(주)한국가구,4590,2015/12,+,-,+
109378,(주)한국가구,4590,2016/12,+,+,+
109390,(주)한국가구,4590,2017/12,-,+,-
109407,(주)한국가구,4590,2018/12,+,-,+
109408,(주)한국가구,4590,2019/12,-,-,-
109412,(주)한국가구,4590,2020/12,+,0,+
109417,(주)한국가구,4590,2021/12,+,0,+
109419,(주)한국경제티브이,39340,2011/12,0,0,0
109427,(주)한국경제티브이,39340,2012/12,-,+,-
109431,(주)한국경제티브이,39340,2013/12,-,+,-
109433,(주)한국경제티브이,39340,2014/12,+,-,+
109440,(주)한국경제티브이,39340,2015/12,+,+,+
109445,(주)한국경제티브이,39340,2016/12,+,-,+
109448,(주)한국경제티브이,39340,2017/12,-,+,-
109457,(주)한국경제티브이,39340,2018/12,+,+,+
109462,(주)한국경제티브이,39340,2019/12,-,+,-
109467,(주)한국경제티브이,39340,2020/12,+,+,+
109468,(주)한국경제티브이,39340,2021/12,+,+,+
109477,(주)한국비엔씨,226610,2015/12,0,0,0
109482,(주)한국비엔씨,226610,2016/12,-,+,+
109493,(주)한국비엔씨,226610,2017/12,-,+,+
109499,(주)한국비엔씨,226610,2018/12,+,-,+
109502,(주)한국비엔씨,256840,2019/12,0,0,0
109511,(주)한국비엔씨,256840,2020/12,+,+,+
109515,(주)한국비엔씨,256840,2021/12,+,+,+
109519,(주)한국아트라스비엑스,23890,2011/12,0,0,0
109529,(주)한국아트라스비엑스,23890,2012/12,+,+,+
109543,(주)한국아트라스비엑스,23890,2013/12,-,+,+
109551,(주)한국아트라스비엑스,23890,2014/12,-,+,-
109557,(주)한국아트라스비엑스,23890,2015/12,-,+,+
109559,(주)한국아트라스비엑스,23890,2016/12,-,+,+
109562,(주)한국아트라스비엑스,23890,2017/12,-,+,+
109567,(주)한국아트라스비엑스,23890,2018/12,-,+,+
109570,(주)한국아트라스비엑스,23890,2019/12,-,-,-
109572,(주)한국아트라스비엑스,23890,2020/12,+,-,+
109575,(주)한국큐빅,21650,2011/12,0,0,0
109588,(주)한국큐빅,21650,2012/12,+,+,+
109599,(주)한국큐빅,21650,2013/12,+,-,-
109603,(주)한국큐빅,21650,2014/12,-,-,-
109624,(주)한국큐빅,21650,2015/12,+,+,+
109626,(주)한국큐빅,21650,2016/12,-,-,-
109629,(주)한국큐빅,21650,2017/12,+,-,+
109631,(주)한국큐빅,21650,2018/12,+,+,+
109633,(주)한국큐빅,21650,2019/12,+,-,+
109639,(주)한국큐빅,21650,2020/12,+,+,+
109645,(주)한국큐빅,21650,2021/12,-,+,+
109650,(주)한국테크놀로지,53590,2011/12,0,0,0
109656,(주)한국테크놀로지,53590,2012/12,+,0,+
109668,(주)한국테크놀로지,53590,2013/12,+,0,+
109672,(주)한국테크놀로지,53590,2014/12,+,0,+
109676,(주)한국테크놀로지,53590,2015/12,-,0,-
109682,(주)한국테크놀로지,53590,2016/12,-,0,-
109691,(주)한국테크놀로지,53590,2017/12,+,+,+
109700,(주)한국테크놀로지,53590,2018/12,+,-,+
109705,(주)한국테크놀로지,53590,2019/12,+,+,+
109715,(주)한국테크놀로지,53590,2020/12,+,+,+
109722,(주)한국테크놀로지,53590,2021/12,+,-,+
109742,(주)한국파마,32300,2020/12,0,0,0
109754,(주)한국파마,32300,2021/12,+,-,+
109757,(주)한국팩키지,37230,2011/12,0,0,0
109761,(주)한국팩키지,37230,2012/12,-,-,-
109765,(주)한국팩키지,37230,2013/12,+,-,-
109768,(주)한국팩키지,37230,2014/12,-,-,-
109769,(주)한국팩키지,37230,2015/12,+,+,+
109774,(주)한국팩키지,37230,2016/12,+,+,+
109776,(주)한국팩키지,37230,2017/12,+,-,-
109780,(주)한국팩키지,37230,2018/12,-,+,-
109782,(주)한국팩키지,37230,2019/12,+,+,+
109785,(주)한국팩키지,37230,2020/12,-,+,-
109787,(주)한국팩키지,37230,2021/12,-,-,-
109792,(주)한글과컴퓨터,30520,2011/12,0,0,0
109794,(주)한글과컴퓨터,30520,2012/12,+,+,+
109798,(주)한글과컴퓨터,30520,2013/12,+,+,+
109803,(주)한글과컴퓨터,30520,2014/12,+,-,+
109810,(주)한글과컴퓨터,30520,2015/12,+,-,+
109811,(주)한글과컴퓨터,30520,2016/12,+,+,+
109816,(주)한글과컴퓨터,30520,2017/12,+,+,+
109820,(주)한글과컴퓨터,30520,2018/12,+,-,+
109824,(주)한글과컴퓨터,30520,2019/12,+,+,+
109826,(주)한글과컴퓨터,30520,2020/12,+,+,+
109829,(주)한글과컴퓨터,30520,2021/12,-,-,-
109831,(주)한네트,52600,2011/12,0,0,0
109835,(주)한네트,52600,2012/12,-,0,-
109840,(주)한네트,52600,2013/12,-,0,-
109844,(주)한네트,52600,2014/12,0,0,0
109847,(주)한네트,52600,2015/12,0,0,0
109850,(주)한네트,52600,2016/12,0,0,0
109853,(주)한네트,52600,2017/12,0,0,0
109856,(주)한네트,52600,2018/12,0,0,0
109860,(주)한네트,52600,2019/12,0,0,0
109865,(주)한네트,52600,2020/12,0,0,0
109866,(주)한네트,52600,2021/12,0,0,0
109879,(주)한독크린텍,256150,2019/12,0,0,0
109884,(주)한독크린텍,256150,2020/12,+,+,+
109886,(주)한독크린텍,256150,2021/12,-,-,-
109892,(주)한빛소프트,47080,2011/12,0,0,0
109896,(주)한빛소프트,47080,2012/12,+,+,+
109898,(주)한빛소프트,47080,2013/12,-,-,-
109902,(주)한빛소프트,47080,2014/12,-,-,-
109907,(주)한빛소프트,47080,2015/12,-,-,-
109911,(주)한빛소프트,47080,2016/12,+,+,+
109914,(주)한빛소프트,47080,2017/12,+,+,+
109917,(주)한빛소프트,47080,2018/12,-,+,+
109918,(주)한빛소프트,47080,2019/12,+,-,+
109921,(주)한빛소프트,47080,2020/12,+,-,+
109924,(주)한빛소프트,47080,2021/12,+,-,+
109930,(주)한송네오텍,226440,2018/12,0,0,0
109951,(주)한송네오텍,226440,2019/12,0,0,0
109958,(주)한송네오텍,226440,2020/12,+,+,+
109962,(주)한송네오텍,226440,2021/12,+,+,+
109967,(주)한일진공,123840,2013/12,0,0,0
109971,(주)한일진공,123840,2014/12,-,-,-
109978,(주)한일진공,123840,2015/12,+,+,+
109980,(주)한일진공,123840,2016/12,+,-,-
109986,(주)한일진공,123840,2017/12,-,+,+
109988,(주)한일진공,123840,2018/12,+,+,+
109991,(주)한일진공,123840,2019/12,-,-,-
109997,(주)한일진공,123840,2020/12,-,-,-
110000,(주)한일진공,123840,2021/12,-,+,-
110006,(주)한진피앤씨,61460,2011/12,0,0,0
110012,(주)한진피앤씨,61460,2012/12,-,-,-
110021,(주)한진피앤씨,61460,2013/12,-,+,-
110031,(주)한진피앤씨,61460,2014/12,-,+,-
110035,(주)한진피앤씨,61460,2015/12,+,-,+
110050,(주)한진피앤씨,61460,2016/12,+,+,+
110057,(주)한컴위드,54920,2011/12,0,0,0
110062,(주)한컴위드,54920,2012/12,-,0,-
110065,(주)한컴위드,54920,2013/12,+,0,+
110069,(주)한컴위드,54920,2014/12,-,0,-
110072,(주)한컴위드,54920,2015/12,-,0,-
110077,(주)한컴위드,54920,2016/12,-,0,-
110079,(주)한컴위드,54920,2017/12,+,0,+
110083,(주)한컴위드,54920,2018/12,-,0,-
110086,(주)한컴위드,54920,2019/12,-,0,-
110093,(주)한컴위드,54920,2020/12,+,+,+
110103,(주)한컴위드,54920,2021/12,-,-,-
110105,(주)한컴지엠디,77280,2011/12,0,0,0
110112,(주)한컴지엠디,77280,2012/12,+,-,-
110119,(주)한컴지엠디,77280,2013/12,-,-,-
110123,(주)한컴지엠디,77280,2014/12,+,-,-
110132,(주)한컴지엠디,77280,2015/12,-,-,-
110137,(주)한컴지엠디,77280,2016/12,-,+,-
110138,(주)한컴지엠디,77280,2017/12,+,+,+
110147,(주)한컴지엠디,77280,2018/12,+,+,+
110148,(주)한탑,2680,2011/12,0,0,0
110209,(주)한탑,2680,2012/12,+,+,+
110307,(주)한탑,2680,2013/12,+,-,+
110393,(주)한탑,2680,2014/12,+,-,+
110465,(주)한탑,2680,2015/12,+,0,+
110575,(주)한탑,2680,2016/12,+,0,+
110673,(주)한탑,2680,2017/12,-,0,-
110759,(주)한탑,2680,2018/12,-,0,-
110908,(주)한탑,2680,2019/12,-,0,-
111001,(주)한탑,2680,2020/12,-,0,-
111092,(주)한탑,2680,2021/12,+,0,+
111118,(주)해성티피씨,59270,2021/12,0,0,0
111127,(주)해피드림,65180,2011/12,0,0,0
111131,(주)해피드림,65180,2012/12,-,0,-
111133,(주)해피드림,65180,2013/12,+,0,+
111137,(주)해피드림,65180,2014/12,-,0,-
111145,(주)핸디소프트,220180,2015/12,0,0,0
111149,(주)핸디소프트,220180,2016/12,-,-,-
111154,(주)핸디소프트,220180,2017/12,+,-,+
111159,(주)핸디소프트,220180,2018/12,+,+,+
111163,(주)핸디소프트,220180,2019/12,-,-,-
111166,(주)핸디소프트,220180,2020/12,-,-,-
111172,(주)핸디소프트,220180,2021/12,-,+,-
111175,(주)행남사,8800,2011/12,0,0,0
111183,(주)행남사,8800,2012/12,+,+,+
111198,(주)행남사,8800,2013/12,-,+,-
111210,(주)행남사,8800,2014/12,-,+,-
111225,(주)행남사,8800,2015/12,-,-,-
111229,(주)행남사,8800,2016/12,-,-,-
111232,(주)행남사,8800,2017/12,-,-,-
111236,(주)행남사,8800,2018/12,-,-,-
111240,(주)행남사,8800,2019/12,-,-,-
111244,(주)행남사,8800,2020/12,0,0,0
